"month_n","state_n","district_n","sub_district","mdrtly_stntd","svrly_stntd","svrly_wstd","mdrtly_wstd","svrly_uw","mdrtly_uw","nb_lbw","wstd_chld","stntd_chld","uw_chld","svrly_wasting_percent","wasting_percent","svrly_stunting_percent","stunting_percent","svrly_underweight_percent","underweight_percent","low_birth_weight_percent"
"Nov","Maharashtra","Ahmadnagar","Kopargaon",1874,788,62,290,221,899,18,352,2662,1120,0.42,2.40,5.36,18.12,1.42,7.19,7.69
"Nov","Maharashtra","Ahmadnagar","Nagar",7014,3638,615,1776,919,4274,92,2391,10652,5193,1.41,5.47,8.31,24.33,1.99,11.25,13.41
"Nov","Maharashtra","Ahmadnagar","Nevasa",3235,1729,126,549,445,1762,31,675,4964,2207,0.52,2.79,7.14,20.50,1.75,8.70,8.91
"Nov","Maharashtra","Ahmadnagar","Parner",2365,1351,101,372,296,1243,31,473,3716,1539,0.64,3.00,8.57,23.58,1.80,9.34,12.70
"Nov","Maharashtra","Ahmadnagar","Pathardi",1815,918,79,373,246,978,29,452,2733,1224,0.60,3.42,6.94,20.65,1.82,9.04,12.95
"Nov","Maharashtra","Ahmadnagar","Rahta",2844,1503,130,581,440,1875,33,711,4347,2315,0.80,4.36,9.20,26.60,2.59,13.63,12.74
"Nov","Maharashtra","Ahmadnagar","Rahuri",2924,1806,113,388,376,1422,22,501,4730,1798,0.71,3.16,11.39,29.84,2.28,10.90,8.53
"Nov","Maharashtra","Ahmadnagar","Sangamner",3434,1916,245,749,577,2179,61,994,5350,2756,0.98,3.97,7.65,21.35,2.17,10.35,15.02
"Nov","Maharashtra","Ahmadnagar","Shevgaon",1800,1124,85,329,217,1007,31,414,2924,1224,0.61,3.00,8.10,21.08,1.46,8.22,13.90
"Nov","Maharashtra","Ahmadnagar","Shrigonda",2202,1378,69,374,307,1230,21,443,3580,1537,0.44,2.84,8.82,22.91,1.90,9.53,7.58
"Nov","Maharashtra","Ahmadnagar","Shrirampur",2334,1623,167,426,360,1618,26,593,3957,1978,1.34,4.75,12.99,31.68,2.80,15.40,13.27
"Nov","Maharashtra","Akola","Akola",5027,3057,478,1037,812,3033,72,1515,8084,3845,1.87,5.93,11.94,31.56,2.58,12.19,12.72
"Nov","Maharashtra","Akola","Akot",1571,1229,130,362,276,1083,22,492,2800,1359,1.74,6.57,16.38,37.31,3.16,15.56,13.41
"Nov","Maharashtra","Akola","Balapur",1079,952,141,270,204,772,17,411,2031,976,2.53,7.37,17.05,36.37,3.24,15.52,15.45
"Nov","Maharashtra","Akola","Barshitakli",1414,1065,133,222,188,859,19,355,2479,1047,2.30,6.14,18.36,42.74,2.92,16.25,15.57
"Nov","Maharashtra","Akola","Murtijapur",894,648,87,168,137,494,21,255,1542,631,1.68,4.92,12.47,29.67,2.30,10.58,21.88
"Nov","Maharashtra","Akola","Patur",1729,1280,186,356,256,830,21,542,3009,1086,2.46,7.17,16.88,39.69,3.25,13.80,19.09
"Nov","Maharashtra","Akola","Telhara",1457,1095,110,246,215,779,25,356,2552,994,1.46,4.73,14.51,33.82,2.41,11.16,16.34
"Nov","Maharashtra","Amravati","Achalpur",3690,2766,682,1036,763,3002,60,1718,6456,3765,3.79,9.54,15.34,35.81,3.52,17.35,15.35
"Nov","Maharashtra","Amravati","Amravati",6094,4003,777,1552,1171,4327,90,2329,10097,5498,3.00,8.98,15.39,38.81,3.72,17.45,18.71
"Nov","Maharashtra","Amravati","Anjangaon Surji",1041,507,52,176,143,626,8,228,1548,769,1.12,4.89,10.88,33.23,2.73,14.70,11.59
"Nov","Maharashtra","Amravati","Bhatkuli",1796,1077,93,344,316,1212,15,437,2873,1528,1.56,7.33,18.05,48.16,5.14,24.84,18.07
"Nov","Maharashtra","Amravati","Chandurbazar",2218,1530,107,304,368,1567,27,411,3748,1935,1.26,4.85,18.03,44.18,3.79,19.92,15.43
"Nov","Maharashtra","Amravati","Chandur Railway",911,830,39,146,164,614,8,185,1741,778,1.10,5.23,23.39,49.07,4.33,20.56,12.12
"Nov","Maharashtra","Amravati","Chikhaldara",1941,2274,140,346,706,2082,22,486,4215,2788,2.34,8.13,37.91,70.26,10.88,42.97,16.06
"Nov","Maharashtra","Amravati","Daryapur",1858,1119,103,298,272,1188,12,401,2977,1460,1.60,6.23,17.38,46.23,4.08,21.93,14.63
"Nov","Maharashtra","Amravati","Dhamangaon Railway",1629,1297,80,304,316,1099,14,384,2926,1415,1.47,7.03,23.73,53.53,5.57,24.93,15.38
"Nov","Maharashtra","Amravati","Dharni",2303,3446,143,489,1138,2614,52,632,5749,3752,1.78,7.85,42.69,71.22,13.16,43.39,22.91
"Nov","Maharashtra","Amravati","Morshi",1501,1073,91,223,293,1051,22,314,2574,1344,1.59,5.49,18.72,44.90,4.23,19.42,18.33
"Nov","Maharashtra","Amravati","Nandgaon-Khandeshwar",1491,1188,112,274,294,1086,16,386,2679,1380,2.18,7.52,23.14,52.19,5.15,24.16,15.09
"Nov","Maharashtra","Amravati","Teosa",1358,915,91,232,243,962,8,323,2273,1205,1.92,6.80,19.26,47.85,4.81,23.86,11.43
"Nov","Maharashtra","Amravati","Warud",2029,1189,100,387,386,1547,10,487,3218,1933,1.46,7.13,17.39,47.06,5.16,25.85,10.20
"Nov","Maharashtra","Aurangabad","Aurangabad",11522,7366,955,2728,2252,8272,167,3683,18888,10524,1.86,7.16,14.29,36.65,3.88,18.14,24.42
"Nov","Maharashtra","Aurangabad","Gangapur",7126,4681,511,1564,1563,5517,81,2075,11807,7080,1.94,7.89,17.78,44.84,5.39,24.40,20.00
"Nov","Maharashtra","Aurangabad","Kannad",4174,2941,539,1052,999,2938,82,1591,7115,3937,2.83,8.36,15.43,37.33,4.86,19.13,22.91
"Nov","Maharashtra","Aurangabad","Khuldabad",1160,815,82,205,255,914,23,287,1975,1169,1.66,5.82,16.51,40.00,4.36,19.98,26.44
"Nov","Maharashtra","Aurangabad","Paithan",4716,2750,395,873,840,3028,66,1268,7466,3868,2.01,6.46,14.00,38.00,3.80,17.50,19.94
"Nov","Maharashtra","Aurangabad","Phulambri",2344,1391,117,319,439,1382,33,436,3735,1821,1.14,4.23,13.49,36.23,3.91,16.23,27.05
"Nov","Maharashtra","Aurangabad","Sillod",4254,3282,347,745,785,2502,95,1092,7536,3287,1.71,5.39,16.18,37.14,3.49,14.63,24.80
"Nov","Maharashtra","Aurangabad","Soegaon",2322,1508,165,460,485,1658,38,625,3830,2143,2.08,7.87,18.97,48.18,6.07,26.80,30.65
"Nov","Maharashtra","Aurangabad","Vaijapur",3842,2412,330,889,629,2414,47,1219,6254,3043,1.88,6.96,13.76,35.67,3.39,16.40,16.15
"Nov","Maharashtra","Beed","Ambejogai",3855,2695,428,911,750,2890,80,1339,6550,3640,2.70,8.44,16.95,41.20,4.12,20.01,24.24
"Nov","Maharashtra","Beed","Ashti",2820,1817,280,666,400,1646,39,946,4637,2046,2.01,6.81,13.06,33.32,2.75,14.08,18.84
"Nov","Maharashtra","Beed","Bid",5330,4188,644,1401,948,3532,114,2045,9518,4480,2.49,7.91,16.10,36.58,3.27,15.43,24.36
"Nov","Maharashtra","Beed","Dharur",738,551,111,212,89,361,10,323,1289,450,1.94,5.64,9.59,22.43,1.62,8.17,13.51
"Nov","Maharashtra","Beed","Georai",2554,2404,240,601,394,1477,50,841,4958,1871,1.38,4.82,13.77,28.39,2.16,10.28,14.33
"Nov","Maharashtra","Beed","Kaij",2224,1834,202,432,361,1302,32,634,4058,1663,1.90,5.96,17.23,38.12,3.26,15.01,16.16
"Nov","Maharashtra","Beed","Manjlegaon",3186,2014,161,520,426,1725,30,681,5200,2151,1.35,5.70,16.82,43.43,3.52,17.76,16.04
"Nov","Maharashtra","Beed","Parli",1719,1571,302,519,339,1162,18,821,3290,1501,3.54,9.63,18.40,38.52,3.62,16.03,10.17
"Nov","Maharashtra","Beed","Patoda",1343,849,66,240,148,591,5,306,2192,739,0.93,4.30,11.92,30.78,1.99,9.95,3.76
"Nov","Maharashtra","Beed","Shirur (Kasar)",1451,701,126,344,144,723,16,470,2152,867,1.69,6.29,9.38,28.79,2.04,12.26,16.33
"Nov","Maharashtra","Beed","Wadwani",1072,560,73,190,109,555,11,263,1632,664,1.35,4.85,10.33,30.11,2.04,12.45,11.96
"Nov","Maharashtra","Bhandara","Bhandara",3614,2067,293,738,476,2000,51,1031,5681,2476,1.86,6.54,13.02,35.79,2.81,14.60,16.78
"Nov","Maharashtra","Bhandara","Lakhandur",1637,1348,93,241,268,1014,30,334,2985,1282,1.33,4.77,19.20,42.52,3.64,17.40,18.63
"Nov","Maharashtra","Bhandara","Lakhani",1635,1039,145,338,192,909,10,483,2674,1101,2.11,7.02,15.10,38.85,2.71,15.55,8.55
"Nov","Maharashtra","Bhandara","Mohadi",1188,723,78,156,185,449,20,234,1911,634,0.98,2.93,9.05,23.92,1.94,6.64,10.26
"Nov","Maharashtra","Bhandara","Pauni",1960,1296,122,430,288,1240,22,552,3256,1528,1.70,7.67,17.98,45.18,3.89,20.61,17.60
"Nov","Maharashtra","Bhandara","Sakoli",1667,1195,97,318,290,912,19,415,2862,1202,1.26,5.40,15.53,37.19,3.57,14.80,9.90
"Nov","Maharashtra","Bhandara","Tumsar",1738,1111,77,273,246,850,44,350,2849,1096,0.87,3.97,12.60,32.31,2.20,9.80,18.80
"Nov","Maharashtra","Buldana","Buldana",6239,3059,520,1422,834,3473,71,1942,9298,4307,1.63,6.10,9.59,29.16,2.22,11.49,12.84
"Nov","Maharashtra","Buldana","Chikhli",2135,1442,249,560,488,1809,40,809,3577,2297,2.31,7.50,13.34,33.09,3.18,14.97,16.00
"Nov","Maharashtra","Buldana","Deulgaon Raja",859,500,116,263,224,769,11,379,1359,993,3.00,9.79,12.89,35.03,4.30,19.04,14.47
"Nov","Maharashtra","Buldana","Jalgaon (Jamod)",1228,849,69,213,335,1457,17,282,2077,1792,1.58,6.47,19.47,47.63,4.33,23.19,16.35
"Nov","Maharashtra","Buldana","Khamgaon",1185,818,125,263,364,1521,34,388,2003,1885,2.13,6.61,13.91,34.06,2.55,13.22,16.19
"Nov","Maharashtra","Buldana","Lonar",833,601,54,137,175,818,21,191,1434,993,0.98,3.45,10.86,25.92,2.20,12.51,22.58
"Nov","Maharashtra","Buldana","Malkapur",1221,868,236,315,272,901,8,551,2089,1173,4.88,11.38,17.90,43.09,4.81,20.74,11.94
"Nov","Maharashtra","Buldana","Mehkar",2876,2007,329,811,507,2261,23,1140,4883,2768,2.50,8.65,15.19,36.96,3.49,19.05,11.56
"Nov","Maharashtra","Buldana","Motala",1843,1412,198,396,407,1667,25,594,3255,2074,2.78,8.34,19.78,45.60,3.43,17.50,14.79
"Nov","Maharashtra","Buldana","Nandura",1158,940,78,227,257,1071,12,305,2098,1328,1.40,5.49,16.86,37.64,3.03,15.65,10.43
"Nov","Maharashtra","Buldana","Sangrampur",1418,991,161,459,369,1501,25,620,2409,1870,2.65,10.21,16.26,39.54,3.91,19.83,19.08
"Nov","Maharashtra","Buldana","Shegaon",922,707,122,217,238,1006,26,339,1629,1244,3.42,9.49,19.77,45.54,3.97,20.75,24.76
"Nov","Maharashtra","Buldana","Sindkhed Raja",1632,1154,186,407,396,1704,28,593,2786,2100,2.77,8.84,17.19,41.50,4.37,23.19,25.23
"Nov","Maharashtra","Chandrapur","Ballarpur",1720,1039,286,589,412,1453,31,875,2759,1865,3.86,11.81,13.99,37.15,5.13,23.24,18.24
"Nov","Maharashtra","Chandrapur","Bhadravati",1432,998,121,261,253,888,21,382,2430,1141,1.84,5.81,15.16,36.90,3.63,16.38,23.08
"Nov","Maharashtra","Chandrapur","Brahmapuri",2363,2149,105,303,402,1541,34,408,4512,1943,1.16,4.52,23.76,49.88,4.09,19.77,25.37
"Nov","Maharashtra","Chandrapur","Chandrapur",2900,2093,338,658,459,1937,49,996,4993,2396,2.39,7.05,14.80,35.31,2.86,14.92,21.78
"Nov","Maharashtra","Chandrapur","Chimur",2307,1896,139,331,349,1371,26,470,4203,1720,1.51,5.12,20.62,45.70,3.64,17.95,20.16
"Nov","Maharashtra","Chandrapur","Gondpipri",1073,772,54,115,148,551,10,169,1845,699,1.29,4.05,18.43,44.04,3.21,15.17,18.87
"Nov","Maharashtra","Chandrapur","Jiwati",1236,1145,159,269,322,1038,24,428,2381,1360,2.99,8.04,21.44,44.58,5.94,25.07,26.67
"Nov","Maharashtra","Chandrapur","Korpana",1386,1087,178,384,346,1139,18,562,2473,1485,2.66,8.39,16.20,36.87,4.67,20.04,17.65
"Nov","Maharashtra","Chandrapur","Mul",1666,1254,52,148,205,846,16,200,2920,1051,0.90,3.47,21.74,50.63,3.31,16.97,14.95
"Nov","Maharashtra","Chandrapur","Nagbhir",1879,1545,95,212,264,984,17,307,3424,1248,1.17,3.78,18.96,42.03,3.17,15.00,13.93
"Nov","Maharashtra","Chandrapur","Pombhurna",642,607,15,90,83,347,9,105,1249,430,0.54,3.81,21.99,45.25,2.91,15.09,18.75
"Nov","Maharashtra","Chandrapur","Rajura",1610,1439,151,222,254,937,21,373,3049,1191,2.47,6.11,23.51,49.82,3.96,18.59,21.43
"Nov","Maharashtra","Chandrapur","Sawali",1106,963,59,158,264,957,43,217,2069,1221,1.18,4.35,19.28,41.41,4.12,19.07,33.59
"Nov","Maharashtra","Chandrapur","Sindewahi",1708,1801,85,170,261,1040,22,255,3509,1301,1.30,3.89,27.43,53.45,3.82,19.04,20.75
"Nov","Maharashtra","Chandrapur","Warora",1580,1246,125,323,235,961,16,448,2826,1196,1.76,6.31,17.51,39.71,3.24,16.48,16.84
"Nov","Maharashtra","Dhule","Dhule",7648,6501,634,1621,1958,6414,140,2255,14149,8372,2.02,7.18,20.65,44.93,4.51,19.30,19.36
"Nov","Maharashtra","Dhule","Sakri",7176,6483,527,1406,1620,5388,93,1933,13659,7008,1.78,6.54,21.91,46.16,4.64,20.05,17.19
"Nov","Maharashtra","Dhule","Shirpur",5753,4554,426,969,929,2878,115,1395,10307,3807,1.65,5.40,17.62,39.88,3.24,13.27,20.95
"Nov","Maharashtra","Dhule","Sindkhede",2933,3001,311,894,980,3140,64,1205,5934,4120,2.63,10.21,25.37,50.16,6.57,27.62,24.90
"Nov","Maharashtra","Gadchiroli","Aheri",1213,1126,160,404,470,1269,35,564,2339,1739,3.50,12.33,24.56,51.01,9.37,34.66,19.44
"Nov","Maharashtra","Gadchiroli","Armori",1589,1432,134,329,509,1682,21,463,3021,2191,2.60,8.98,27.71,58.47,8.27,35.61,19.81
"Nov","Maharashtra","Gadchiroli","Bhamragad",672,733,111,276,369,787,5,387,1405,1156,4.97,17.33,32.61,62.50,14.71,46.07,9.62
"Nov","Maharashtra","Gadchiroli","Chamorshi",2829,2037,208,669,740,2528,32,877,4866,3268,2.23,9.41,21.82,52.13,7.23,31.94,16.00
"Nov","Maharashtra","Gadchiroli","Desaiganj (Vadasa)",1024,831,70,220,280,947,13,290,1855,1227,2.29,9.47,27.11,60.52,8.41,36.86,17.11
"Nov","Maharashtra","Gadchiroli","Dhanora",1393,1308,147,402,539,1442,31,549,2701,1981,3.06,11.44,27.20,56.17,10.06,36.99,27.43
"Nov","Maharashtra","Gadchiroli","Etapalli",718,669,78,243,305,670,15,321,1387,975,3.20,13.19,27.37,56.75,11.80,37.73,22.73
"Nov","Maharashtra","Gadchiroli","Gadchiroli",2699,1725,201,691,713,2496,48,892,4424,3209,2.21,9.82,18.96,48.63,6.74,30.34,24.00
"Nov","Maharashtra","Gadchiroli","Korchi",1049,779,76,237,345,971,11,313,1828,1316,2.35,9.68,24.07,56.47,10.34,39.42,18.33
"Nov","Maharashtra","Gadchiroli","Kurkheda",1233,1144,82,263,369,1125,16,345,2377,1494,1.95,8.22,27.15,56.42,8.00,32.40,17.98
"Nov","Maharashtra","Gadchiroli","Mulchera",980,834,78,197,254,793,14,275,1814,1047,2.14,7.54,22.81,49.62,6.44,26.53,25.00
"Nov","Maharashtra","Gadchiroli","Sironcha",1348,1096,100,294,368,1107,20,394,2444,1475,2.12,8.36,23.21,51.75,7.02,28.15,17.24
"Nov","Maharashtra","Gondia","Amgaon",1961,1252,95,270,249,1012,37,365,3213,1261,1.30,4.99,17.09,43.86,2.85,14.42,21.39
"Nov","Maharashtra","Gondia","Arjuni Morgaon",2104,1719,107,385,362,1474,31,492,3823,1836,1.25,5.74,20.06,44.61,3.80,19.30,17.71
"Nov","Maharashtra","Gondia","Deori",1577,1034,140,274,199,759,27,414,2611,958,1.82,5.39,13.47,34.00,2.53,12.19,18.49
"Nov","Maharashtra","Gondia","Gondiya",4968,2636,567,1211,841,3000,91,1778,7604,3841,2.25,7.06,10.45,30.15,3.14,14.32,19.36
"Nov","Maharashtra","Gondia","Goregaon",1522,840,94,275,252,835,24,369,2362,1087,1.19,4.66,10.59,29.77,3.01,12.97,13.56
"Nov","Maharashtra","Gondia","Sadak Arjuni",1391,773,123,315,253,882,26,438,2164,1135,1.72,6.11,10.78,30.19,3.33,14.95,19.26
"Nov","Maharashtra","Gondia","Salekasa",1468,850,63,207,182,838,18,270,2318,1020,1.05,4.48,14.09,38.43,2.86,16.02,13.04
"Nov","Maharashtra","Gondia","Tirora",1721,803,134,359,206,869,29,493,2524,1075,1.52,5.59,9.10,28.60,2.18,11.37,16.02
"Nov","Maharashtra","Hingoli","Aundha (Nagnath)",2084,1884,294,605,655,2139,55,899,3968,2794,3.19,9.76,20.41,42.99,5.64,24.04,24.55
"Nov","Maharashtra","Hingoli","Basmath",3118,2274,305,704,638,2217,55,1009,5392,2855,2.44,8.06,18.13,42.99,4.49,20.07,23.50
"Nov","Maharashtra","Hingoli","Hingoli",2070,1791,292,645,774,2308,68,937,3861,3082,2.91,9.35,17.80,38.38,5.04,20.08,19.21
"Nov","Maharashtra","Hingoli","Kalamnuri",1842,1684,188,407,513,1752,33,595,3526,2265,2.05,6.47,18.29,38.29,4.24,18.72,16.75
"Nov","Maharashtra","Hingoli","Sengaon",1735,1216,109,329,336,1215,34,438,2951,1551,1.35,5.41,15.00,36.41,3.12,14.39,20.61
"Nov","Maharashtra","Jalgaon","Amalner",1373,664,81,383,234,982,27,464,2037,1216,0.83,4.73,6.77,20.76,2.24,11.63,15.98
"Nov","Maharashtra","Jalgaon","Bhadgaon",2334,1148,227,647,348,1538,22,874,3482,1886,2.13,8.18,10.74,32.58,3.19,17.26,13.02
"Nov","Maharashtra","Jalgaon","Bhusawal",3585,2046,465,928,550,2121,55,1393,5631,2671,2.26,6.78,9.91,27.28,2.46,11.94,15.11
"Nov","Maharashtra","Jalgaon","Bodvad",1516,804,135,349,304,1155,4,484,2320,1459,2.56,9.17,15.22,43.93,5.50,26.38,7.69
"Nov","Maharashtra","Jalgaon","Chalisgaon",4914,3077,456,1223,810,3337,71,1679,7991,4147,1.95,7.18,13.15,34.15,3.21,16.43,19.78
"Nov","Maharashtra","Jalgaon","Chopda",3357,1718,222,728,426,2129,28,950,5075,2555,1.32,5.63,10.17,30.03,2.39,14.33,9.33
"Nov","Maharashtra","Jalgaon","Dharangaon",1434,858,174,414,347,1290,13,588,2292,1637,2.69,9.09,13.24,35.36,4.24,19.99,10.92
"Nov","Maharashtra","Jalgaon","Erandol",1818,1236,167,388,253,1098,10,555,3054,1351,1.93,6.40,14.24,35.20,2.66,14.22,7.19
"Nov","Maharashtra","Jalgaon","Jalgaon",5844,3200,353,1252,715,3089,58,1605,9044,3804,1.35,6.12,12.18,34.41,2.46,13.08,12.83
"Nov","Maharashtra","Jalgaon","Jamner",5176,3354,259,873,801,3887,55,1132,8530,4688,1.27,5.56,16.46,41.87,3.18,18.63,16.82
"Nov","Maharashtra","Jalgaon","Muktainagar",2814,1707,222,558,352,1767,27,780,4521,2119,1.93,6.78,14.83,39.27,2.94,17.71,16.98
"Nov","Maharashtra","Jalgaon","Pachora",3020,1447,197,660,406,1747,38,857,4467,2153,1.30,5.64,9.51,29.36,2.54,13.47,15.97
"Nov","Maharashtra","Jalgaon","Parola",1440,963,112,412,195,980,23,524,2403,1175,1.12,5.22,9.58,23.92,1.79,10.76,14.84
"Nov","Maharashtra","Jalgaon","Raver",3746,2191,452,880,584,2447,57,1332,5937,3031,2.57,7.58,12.45,33.73,3.12,16.21,19.72
"Nov","Maharashtra","Jalgaon","Yawal",2971,1995,317,715,557,1844,29,1032,4966,2401,2.42,7.89,15.22,37.89,4.05,17.45,16.02
"Nov","Maharashtra","Jalna","Ambad",2899,2281,446,783,582,1686,61,1229,5180,2268,3.11,8.58,15.88,36.06,3.57,13.92,25.96
"Nov","Maharashtra","Jalna","Badnapur",2343,1961,244,501,520,1330,51,745,4304,1850,2.27,6.92,18.16,39.86,4.18,14.89,30.54
"Nov","Maharashtra","Jalna","Bhokardan",3031,3121,420,793,632,2102,56,1213,6152,2734,2.56,7.41,18.97,37.39,2.87,12.40,18.86
"Nov","Maharashtra","Jalna","Ghansawangi",2468,1702,346,661,326,1112,42,1007,4170,1438,2.44,7.10,11.97,29.34,2.02,8.93,16.87
"Nov","Maharashtra","Jalna","Jafrabad",1642,678,194,408,219,863,52,602,2320,1082,1.70,5.27,5.92,20.27,1.80,8.92,30.59
"Nov","Maharashtra","Jalna","Jalna",6960,5237,1001,1945,1463,5198,84,2946,12197,6661,3.46,10.19,18.04,42.02,4.59,20.88,22.83
"Nov","Maharashtra","Jalna","Mantha",1687,1393,214,576,314,1068,34,790,3080,1382,2.14,7.90,13.86,30.66,2.86,12.59,22.97
"Nov","Maharashtra","Jalna","Partur",1333,1150,170,313,225,868,32,483,2483,1093,2.03,5.78,13.70,29.58,2.17,10.53,20.78
"Nov","Maharashtra","Kolhapur","Ajra",445,168,33,71,51,213,5,104,613,264,0.81,2.57,4.14,15.10,1.12,5.82,9.43
"Nov","Maharashtra","Kolhapur","Bavda",435,336,38,128,99,369,3,166,771,468,2.05,8.95,18.10,41.54,4.75,22.46,8.33
"Nov","Maharashtra","Kolhapur","Bhudargad",1300,585,60,198,129,538,9,258,1885,667,0.91,3.93,8.91,28.72,1.88,9.74,13.85
"Nov","Maharashtra","Kolhapur","Chandgad",1090,505,78,232,120,575,14,310,1595,695,1.13,4.49,7.30,23.05,1.54,8.94,9.93
"Nov","Maharashtra","Kolhapur","Gadhinglaj",1478,666,33,282,147,633,12,315,2144,780,0.36,3.48,7.35,23.66,1.52,8.07,10.26
"Nov","Maharashtra","Kolhapur","Hatkanangle",5870,2753,458,1476,873,4059,54,1934,8623,4932,1.41,5.94,8.45,26.46,2.32,13.09,12.50
"Nov","Maharashtra","Kolhapur","Kagal",1639,658,95,409,232,1068,17,504,2297,1300,0.86,4.58,5.98,20.88,1.91,10.69,10.00
"Nov","Maharashtra","Kolhapur","Karvir",3188,1064,99,535,322,1615,16,634,4252,1937,0.56,3.58,6.00,23.99,1.72,10.34,9.58
"Nov","Maharashtra","Kolhapur","Kolhapur",4964,2577,510,1285,738,2440,87,1795,7541,3178,1.75,6.16,8.84,25.86,2.30,9.90,19.86
"Nov","Maharashtra","Kolhapur","Panhala",1487,469,52,272,178,749,36,324,1956,927,0.39,2.41,3.49,14.57,1.23,6.40,16.36
"Nov","Maharashtra","Kolhapur","Radhanagari",1132,400,77,208,135,510,17,285,1532,645,0.81,3.01,4.22,16.16,1.32,6.30,12.23
"Nov","Maharashtra","Kolhapur","Shahuwadi",1705,853,52,285,233,928,24,337,2558,1161,0.63,4.08,10.32,30.94,2.71,13.50,20.51
"Nov","Maharashtra","Kolhapur","Shirol",2360,891,141,492,303,1258,36,633,3251,1561,0.82,3.67,5.16,18.83,1.63,8.39,11.08
"Nov","Maharashtra","Latur","Ahmadpur",1678,1473,151,280,310,1121,38,431,3151,1431,2.16,6.17,21.05,45.03,3.08,14.24,22.35
"Nov","Maharashtra","Latur","Ausa",1985,1275,179,355,339,1046,61,534,3260,1385,1.58,4.71,11.24,28.74,2.31,9.43,21.33
"Nov","Maharashtra","Latur","Chakur",1968,1090,203,308,238,982,21,511,3058,1220,1.89,4.77,10.16,28.50,2.00,10.27,12.07
"Nov","Maharashtra","Latur","Deoni",658,507,89,203,87,356,18,292,1165,443,2.06,6.77,11.75,27.01,1.75,8.92,19.78
"Nov","Maharashtra","Latur","Jalkot",741,581,129,155,157,451,20,284,1322,608,3.49,7.67,15.61,35.53,3.82,14.78,24.69
"Nov","Maharashtra","Latur","Latur",1568,1060,223,347,296,1067,21,570,2628,1363,2.59,6.62,12.29,30.47,2.76,12.73,12.35
"Nov","Maharashtra","Latur","Murud",897,438,74,199,119,507,10,273,1335,626,1.23,4.54,7.27,22.16,1.46,7.70,8.62
"Nov","Maharashtra","Latur","Nilanga",1897,1236,181,372,329,1201,26,553,3133,1530,1.63,4.99,11.12,28.19,2.36,10.97,10.48
"Nov","Maharashtra","Latur","Renapur",1108,649,118,224,190,641,28,342,1757,831,2.07,5.99,11.37,30.78,2.81,12.28,18.54
"Nov","Maharashtra","Latur","Sirur Anantpal",562,442,58,99,104,327,14,157,1004,431,1.77,4.79,13.46,30.58,2.71,11.22,20.00
"Nov","Maharashtra","Latur","Udgir",3903,2944,581,1169,1256,3633,129,1750,6847,4889,3.39,10.22,17.12,39.81,5.16,20.07,24.81
"Nov","Maharashtra","Mumbai City","Mumbai",5900,3413,1068,2418,1382,4999,59,3486,9313,6381,3.37,11.00,10.69,29.18,3.49,16.12,12.61
"Nov","Maharashtra","Mumbai Suburban","Mumbai",30311,18373,3753,11613,6667,25231,364,15366,48684,31898,2.57,10.53,12.53,33.21,3.57,17.06,16.78
"Nov","Maharashtra","Nagpur","Bhiwapur",621,461,39,74,120,487,11,113,1082,607,1.43,4.15,16.91,39.68,2.68,13.56,12.22
"Nov","Maharashtra","Nagpur","Hingna",2574,1344,190,515,415,1354,39,705,3918,1769,1.19,4.42,8.41,24.53,2.18,9.30,13.00
"Nov","Maharashtra","Nagpur","Kalameshwar",1275,757,75,200,187,798,5,275,2032,985,1.51,5.53,15.23,40.88,3.49,18.36,5.95
"Nov","Maharashtra","Nagpur","Kamptee",2616,1609,216,704,356,1625,54,920,4225,1981,1.50,6.37,11.11,29.16,2.18,12.12,16.77
"Nov","Maharashtra","Nagpur","Katol",1366,1003,82,202,154,674,14,284,2369,828,1.42,4.91,17.34,40.95,2.39,12.85,11.29
"Nov","Maharashtra","Nagpur","Kuhi",1349,922,83,188,155,863,24,271,2271,1018,1.59,5.19,17.64,43.45,2.45,16.09,33.33
"Nov","Maharashtra","Nagpur","Mauda",1119,813,86,257,274,1042,29,343,1932,1316,1.66,6.61,15.64,37.18,3.19,15.31,15.93
"Nov","Maharashtra","Nagpur","Nagpur (Rural)",1979,1154,103,413,394,1586,38,516,3133,1980,0.90,4.52,10.10,27.43,2.33,11.72,12.54
"Nov","Maharashtra","Nagpur","Nagpur (Urban)",6855,4541,1276,2783,1808,6895,196,4059,11396,8703,3.93,12.49,13.85,34.76,3.73,17.98,20.63
"Nov","Maharashtra","Nagpur","Narkhed",749,637,49,147,114,469,18,196,1386,583,1.31,5.22,16.95,36.88,2.23,11.39,20.22
"Nov","Maharashtra","Nagpur","Parseoni",1351,1103,152,317,275,1066,33,469,2454,1341,2.18,6.71,15.78,35.10,3.15,15.38,23.74
"Nov","Maharashtra","Nagpur","Ramtek",1710,1042,189,342,227,1018,18,531,2752,1245,2.46,6.92,13.56,35.80,2.72,14.93,11.54
"Nov","Maharashtra","Nagpur","Savner",1744,1195,94,266,238,1076,17,360,2939,1314,1.12,4.29,14.23,35.01,2.25,12.40,11.64
"Nov","Maharashtra","Nagpur","Umred",1269,752,81,240,171,774,8,321,2021,945,1.49,5.92,13.86,37.25,3.04,16.80,9.76
"Nov","Maharashtra","Nanded","Ardhapur",1167,827,110,233,208,866,17,343,1994,1074,2.04,6.36,15.31,36.93,3.43,17.70,14.66
