"month_n","state_n","district_n","block_n","no_anemic_wmn","no_pregnant_women","no_tenatus_cmpltd","no_wmn_rstg_drg_prgncy","no_wmn_etg_xtr_ml_drg_prgncy","no_trmstr_3wmn_cnsld_imdtbf","no_wmn_4_anc_vst_dlvry","no_wmn_1_anc_vst_dlvry","prnt_anwmic_wmn","prnt_tenatus_wmn","prnt_4_anc_vst_dlvry","prnt_1_anc_vst_dlvry","prnt_wmn_etg_xtr_ml_drng_prgncy","prnt_wmn_rstg_drg_prgncy","prnt_trmstr_3wmn_cnsld_imdtbf"
"Jan","Maharashtra","Amravati","Morshi",140,700,361,665,665,540,153,576,20.00,51.57,21.86,82.29,95.00,95.00,77.14
"Jan","Maharashtra","Amravati","Nandgaon-Khandeshwar",158,629,323,580,578,462,123,499,25.12,51.35,19.55,79.33,91.89,92.21,73.45
"Jan","Maharashtra","Amravati","Teosa",138,507,229,468,474,359,158,384,27.22,45.17,31.16,75.74,93.49,92.31,70.81
"Jan","Maharashtra","Amravati","Warud",199,691,350,672,673,553,247,625,28.80,50.65,35.75,90.45,97.40,97.25,80.03
"Jan","Maharashtra","Aurangabad","Aurangabad",754,6357,2267,6115,6150,4974,815,4636,11.86,35.66,12.82,72.93,96.74,96.19,78.24
"Jan","Maharashtra","Aurangabad","Gangapur",155,3270,1009,2929,2955,2265,157,1784,4.74,30.86,4.80,54.56,90.37,89.57,69.27
"Jan","Maharashtra","Aurangabad","Kannad",197,2544,917,2333,2371,1849,179,1594,7.74,36.05,7.04,62.66,93.20,91.71,72.68
"Jan","Maharashtra","Aurangabad","Khuldabad",58,899,299,790,819,629,31,399,6.45,33.26,3.45,44.38,91.10,87.88,69.97
"Jan","Maharashtra","Aurangabad","Paithan",180,2661,888,2430,2438,1970,303,1554,6.76,33.37,11.39,58.40,91.62,91.32,74.03
"Jan","Maharashtra","Aurangabad","Phulambri",165,1347,599,1251,1262,1053,260,1077,12.25,44.47,19.30,79.96,93.69,92.87,78.17
"Jan","Maharashtra","Aurangabad","Sillod",248,2822,1102,2574,2598,1993,345,1929,8.79,39.05,12.23,68.36,92.06,91.21,70.62
"Jan","Maharashtra","Aurangabad","Soegaon",67,977,341,818,847,602,75,589,6.86,34.90,7.68,60.29,86.69,83.73,61.62
"Jan","Maharashtra","Aurangabad","Vaijapur",122,1877,707,1737,1753,1360,226,1274,6.50,37.67,12.04,67.87,93.39,92.54,72.46
"Jan","Maharashtra","Beed","Ambejogai",157,2601,628,2423,2441,1930,190,1591,6.04,24.14,7.30,61.17,93.85,93.16,74.20
"Jan","Maharashtra","Beed","Ashti",99,1445,367,1398,1415,1142,129,905,6.85,25.40,8.93,62.63,97.92,96.75,79.03
"Jan","Maharashtra","Beed","Bid",342,3820,1265,3526,3563,2796,444,2609,8.95,33.12,11.62,68.30,93.27,92.30,73.19
"Jan","Maharashtra","Beed","Dharur",69,762,240,686,682,531,78,521,9.06,31.50,10.24,68.37,89.50,90.03,69.69
"Jan","Maharashtra","Beed","Georai",204,2158,763,2018,2034,1684,298,1502,9.45,35.36,13.81,69.60,94.25,93.51,78.04
"Jan","Maharashtra","Beed","Kaij",55,1430,336,1228,1228,933,57,804,3.85,23.50,3.99,56.22,85.87,85.87,65.24
"Jan","Maharashtra","Beed","Manjlegaon",56,1426,390,1318,1323,1036,98,804,3.93,27.35,6.87,56.38,92.78,92.43,72.65
"Jan","Maharashtra","Beed","Parli",55,1382,346,1165,1195,936,58,874,3.98,25.04,4.20,63.24,86.47,84.30,67.73
"Jan","Maharashtra","Beed","Patoda",74,765,273,726,727,610,98,448,9.67,35.69,12.81,58.56,95.03,94.90,79.74
"Jan","Maharashtra","Beed","Shirur (Kasar)",65,660,223,632,638,497,77,500,9.85,33.79,11.67,75.76,96.67,95.76,75.30
"Jan","Maharashtra","Beed","Wadwani",33,514,186,487,495,398,36,321,6.42,36.19,7.00,62.45,96.30,94.75,77.43
"Jan","Maharashtra","Bhandara","Bhandara",425,1701,807,1637,1639,1323,377,1436,24.99,47.44,22.16,84.42,96.36,96.24,77.78
"Jan","Maharashtra","Bhandara","Lakhandur",233,725,381,685,701,557,150,583,32.14,52.55,20.69,80.41,96.69,94.48,76.83
"Jan","Maharashtra","Bhandara","Lakhani",180,688,357,638,651,508,194,628,26.16,51.89,28.20,91.28,94.62,92.73,73.84
"Jan","Maharashtra","Bhandara","Mohadi",286,958,542,923,926,757,313,849,29.85,56.58,32.67,88.62,96.66,96.35,79.02
"Jan","Maharashtra","Bhandara","Pauni",159,740,386,704,709,558,202,690,21.49,52.16,27.30,93.24,95.81,95.14,75.41
"Jan","Maharashtra","Bhandara","Sakoli",212,842,485,773,773,643,245,685,25.18,57.60,29.10,81.35,91.81,91.81,76.37
"Jan","Maharashtra","Bhandara","Tumsar",270,1128,632,1082,1078,854,364,961,23.94,56.03,32.27,85.20,95.57,95.92,75.71
"Jan","Maharashtra","Buldana","Buldana",596,3743,1302,3588,3603,2944,563,2604,15.92,34.78,15.04,69.57,96.26,95.86,78.65
"Jan","Maharashtra","Buldana","Chikhli",111,1411,566,1339,1354,1069,265,981,7.87,40.11,18.78,69.53,95.96,94.90,75.76
"Jan","Maharashtra","Buldana","Deulgaon Raja",55,628,205,602,606,474,62,437,8.76,32.64,9.87,69.59,96.50,95.86,75.48
"Jan","Maharashtra","Buldana","Jalgaon (Jamod)",134,806,338,770,781,589,109,508,16.63,41.94,13.52,63.03,96.90,95.53,73.08
"Jan","Maharashtra","Buldana","Khamgaon",159,1606,618,1489,1501,1119,184,873,9.90,38.48,11.46,54.36,93.46,92.71,69.68
"Jan","Maharashtra","Buldana","Lonar",130,724,419,701,701,550,482,659,17.96,57.87,66.57,91.02,96.82,96.82,75.97
"Jan","Maharashtra","Buldana","Malkapur",53,525,238,501,504,401,120,349,10.10,45.33,22.86,66.48,96.00,95.43,76.38
"Jan","Maharashtra","Buldana","Mehkar",269,1374,580,1333,1338,1072,237,1154,19.58,42.21,17.25,83.99,97.38,97.02,78.02
"Jan","Maharashtra","Buldana","Motala",85,1196,433,1129,1145,932,123,786,7.11,36.20,10.28,65.72,95.74,94.40,77.93
"Jan","Maharashtra","Buldana","Nandura",112,776,447,747,755,614,341,653,14.43,57.60,43.94,84.15,97.29,96.26,79.12
"Jan","Maharashtra","Buldana","Sangrampur",157,951,360,901,903,709,125,592,16.51,37.85,13.14,62.25,94.95,94.74,74.55
"Jan","Maharashtra","Buldana","Shegaon",47,565,300,532,534,446,241,446,8.32,53.10,42.65,78.94,94.51,94.16,78.94
"Jan","Maharashtra","Buldana","Sindkhed Raja",124,914,348,853,856,645,222,751,13.57,38.07,24.29,82.17,93.65,93.33,70.57
"Jan","Maharashtra","Chandrapur","Ballarpur",276,1025,365,907,919,720,238,775,26.93,35.61,23.22,75.61,89.66,88.49,70.24
"Jan","Maharashtra","Chandrapur","Bhadravati",109,627,296,588,598,469,166,438,17.38,47.21,26.48,69.86,95.37,93.78,74.80
"Jan","Maharashtra","Chandrapur","Brahmapuri",185,799,401,776,781,647,120,581,23.15,50.19,15.02,72.72,97.75,97.12,80.98
"Jan","Maharashtra","Chandrapur","Chandrapur",254,1572,627,1508,1506,1231,348,1206,16.16,39.89,22.14,76.72,95.80,95.93,78.31
"Jan","Maharashtra","Chandrapur","Chimur",182,837,331,796,800,619,146,647,21.74,39.55,17.44,77.30,95.58,95.10,73.95
"Jan","Maharashtra","Chandrapur","Gondpipri",67,424,180,412,414,318,44,297,15.80,42.45,10.38,70.05,97.64,97.17,75.00
"Jan","Maharashtra","Chandrapur","Jiwati",101,485,180,457,461,354,81,356,20.82,37.11,16.70,73.40,95.05,94.23,72.99
"Jan","Maharashtra","Chandrapur","Korpana",101,687,237,636,649,546,106,420,14.70,34.50,15.43,61.14,94.47,92.58,79.48
"Jan","Maharashtra","Chandrapur","Mul",161,563,255,547,552,455,78,392,28.60,45.29,13.85,69.63,98.05,97.16,80.82
"Jan","Maharashtra","Chandrapur","Nagbhir",170,749,431,727,725,598,228,639,22.70,57.54,30.44,85.31,96.80,97.06,79.84
"Jan","Maharashtra","Chandrapur","Pombhurna",56,256,121,241,243,217,48,191,21.88,47.27,18.75,74.61,94.92,94.14,84.77
"Jan","Maharashtra","Chandrapur","Rajura",113,556,211,528,539,429,91,377,20.32,37.95,16.37,67.81,96.94,94.96,77.16
"Jan","Maharashtra","Chandrapur","Sawali",148,634,327,604,606,455,139,490,23.34,51.58,21.92,77.29,95.58,95.27,71.77
"Jan","Maharashtra","Chandrapur","Sindewahi",117,557,260,535,536,408,84,449,21.01,46.68,15.08,80.61,96.23,96.05,73.25
"Jan","Maharashtra","Chandrapur","Warora",151,674,270,625,641,497,248,549,22.40,40.06,36.80,81.45,95.10,92.73,73.74
"Jan","Maharashtra","Dhule","Dhule",543,5011,1739,4700,4765,3882,329,3220,10.84,34.70,6.57,64.26,95.09,93.79,77.47
"Jan","Maharashtra","Dhule","Sakri",249,3551,1294,3236,3289,2517,236,2174,7.01,36.44,6.65,61.22,92.62,91.13,70.88
"Jan","Maharashtra","Dhule","Shirpur",288,2946,908,2648,2676,2070,387,1822,9.78,30.82,13.14,61.85,90.84,89.88,70.26
"Jan","Maharashtra","Dhule","Sindkhede",181,1521,533,1388,1406,1116,240,1051,11.90,35.04,15.78,69.10,92.44,91.26,73.37
"Jan","Maharashtra","Gadchiroli","Aheri",104,803,323,645,664,503,37,495,12.95,40.22,4.61,61.64,82.69,80.32,62.64
"Jan","Maharashtra","Gadchiroli","Armori",184,633,326,598,603,471,133,554,29.07,51.50,21.01,87.52,95.26,94.47,74.41
"Jan","Maharashtra","Gadchiroli","Bhamragad",37,261,82,202,216,158,10,236,14.18,31.42,3.83,90.42,82.76,77.39,60.54
"Jan","Maharashtra","Gadchiroli","Chamorshi",161,1013,480,941,946,736,197,817,15.89,47.38,19.45,80.65,93.39,92.89,72.66
"Jan","Maharashtra","Gadchiroli","Desaiganj (Vadasa)",121,413,189,384,393,286,37,295,29.30,45.76,8.96,71.43,95.16,92.98,69.25
"Jan","Maharashtra","Gadchiroli","Dhanora",132,712,313,624,644,455,116,504,18.54,43.96,16.29,70.79,90.45,87.64,63.90
"Jan","Maharashtra","Gadchiroli","Etapalli",67,488,147,415,416,281,0,189,13.73,30.12,0.00,38.73,85.25,85.04,57.58
"Jan","Maharashtra","Gadchiroli","Gadchiroli",322,1046,455,1012,1010,816,266,850,30.78,43.50,25.43,81.26,96.56,96.75,78.01
"Jan","Maharashtra","Gadchiroli","Korchi",100,395,194,344,355,263,55,328,25.32,49.11,13.92,83.04,89.87,87.09,66.58
"Jan","Maharashtra","Gadchiroli","Kurkheda",158,571,260,481,483,340,52,419,27.67,45.53,9.11,73.38,84.59,84.24,59.54
"Jan","Maharashtra","Gadchiroli","Mulchera",121,413,167,397,399,326,102,355,29.30,40.44,24.70,85.96,96.61,96.13,78.93
"Jan","Maharashtra","Gadchiroli","Sironcha",115,595,214,550,552,434,82,431,19.33,35.97,13.78,72.44,92.77,92.44,72.94
"Jan","Maharashtra","Gondia","Amgaon",205,837,367,798,800,639,148,676,24.49,43.85,17.68,80.76,95.58,95.34,76.34
"Jan","Maharashtra","Gondia","Arjuni Morgaon",217,907,487,856,868,676,155,729,23.93,53.69,17.09,80.37,95.70,94.38,74.53
"Jan","Maharashtra","Gondia","Deori",253,879,402,840,841,646,174,681,28.78,45.73,19.80,77.47,95.68,95.56,73.49
"Jan","Maharashtra","Gondia","Gondiya",561,2489,1136,2362,2354,1911,561,2000,22.54,45.64,22.54,80.35,94.58,94.90,76.78
"Jan","Maharashtra","Gondia","Goregaon",176,797,405,760,759,653,182,608,22.08,50.82,22.84,76.29,95.23,95.36,81.93
"Jan","Maharashtra","Gondia","Sadak Arjuni",214,777,372,742,746,629,151,581,27.54,47.88,19.43,74.77,96.01,95.50,80.95
"Jan","Maharashtra","Gondia","Salekasa",137,637,312,610,607,474,173,559,21.51,48.98,27.16,87.76,95.29,95.76,74.41
"Jan","Maharashtra","Gondia","Tirora",298,931,534,901,903,760,400,844,32.01,57.36,42.96,90.66,96.99,96.78,81.63
"Jan","Maharashtra","Hingoli","Aundha (Nagnath)",149,1303,403,1194,1194,898,62,879,11.44,30.93,4.76,67.46,91.63,91.63,68.92
"Jan","Maharashtra","Hingoli","Basmath",350,1714,718,1572,1596,1251,219,1275,20.42,41.89,12.78,74.39,93.12,91.72,72.99
"Jan","Maharashtra","Hingoli","Hingoli",306,2296,772,2130,2149,1710,314,1657,13.33,33.62,13.68,72.17,93.60,92.77,74.48
"Jan","Maharashtra","Hingoli","Kalamnuri",250,1596,684,1441,1456,1232,189,1181,15.66,42.86,11.84,74.00,91.23,90.29,77.19
"Jan","Maharashtra","Hingoli","Sengaon",154,1361,491,1285,1285,1070,166,1009,11.32,36.08,12.20,74.14,94.42,94.42,78.62
"Jan","Maharashtra","Jalgaon","Amalner",139,955,626,908,916,742,505,816,14.55,65.55,52.88,85.45,95.92,95.08,77.70
"Jan","Maharashtra","Jalgaon","Bhadgaon",125,1119,593,1039,1045,798,327,873,11.17,52.99,29.22,78.02,93.39,92.85,71.31
"Jan","Maharashtra","Jalgaon","Bhusawal",325,2377,1011,2289,2291,1832,511,1818,13.67,42.53,21.50,76.48,96.38,96.30,77.07
"Jan","Maharashtra","Jalgaon","Bodvad",84,607,325,573,583,455,225,522,13.84,53.54,37.07,86.00,96.05,94.40,74.96
"Jan","Maharashtra","Jalgaon","Chalisgaon",153,2400,1207,2207,2248,1763,647,1900,6.38,50.29,26.96,79.17,93.67,91.96,73.46
"Jan","Maharashtra","Jalgaon","Chopda",222,1738,1027,1634,1647,1300,645,1380,12.77,59.09,37.11,79.40,94.76,94.02,74.80
"Jan","Maharashtra","Jalgaon","Dharangaon",79,814,474,746,755,599,274,620,9.71,58.23,33.66,76.17,92.75,91.65,73.59
"Jan","Maharashtra","Jalgaon","Erandol",112,945,412,883,889,728,161,651,11.85,43.60,17.04,68.89,94.07,93.44,77.04
"Jan","Maharashtra","Jalgaon","Jalgaon",317,2884,1178,2732,2763,2123,455,2091,10.99,40.85,15.78,72.50,95.80,94.73,73.61
"Jan","Maharashtra","Jalgaon","Jamner",263,2537,1249,2386,2411,1873,672,1843,10.37,49.23,26.49,72.64,95.03,94.05,73.83
"Jan","Maharashtra","Jalgaon","Muktainagar",165,1114,503,1059,1076,854,254,819,14.81,45.15,22.80,73.52,96.59,95.06,76.66
"Jan","Maharashtra","Jalgaon","Pachora",211,1731,850,1593,1613,1287,523,1370,12.19,49.10,30.21,79.15,93.18,92.03,74.35
"Jan","Maharashtra","Jalgaon","Parola",168,1038,634,990,998,764,472,836,16.18,61.08,45.47,80.54,96.15,95.38,73.60
"Jan","Maharashtra","Jalgaon","Raver",159,1880,1264,1737,1749,1337,1176,1629,8.46,67.23,62.55,86.65,93.03,92.39,71.12
"Jan","Maharashtra","Jalgaon","Yawal",142,1233,519,1157,1171,955,194,805,11.52,42.09,15.73,65.29,94.97,93.84,77.45
"Jan","Maharashtra","Jalna","Ambad",137,1706,652,1577,1599,1279,270,1246,8.03,38.22,15.83,73.04,93.73,92.44,74.97
"Jan","Maharashtra","Jalna","Badnapur",116,1335,445,1217,1235,964,154,892,8.69,33.33,11.54,66.82,92.51,91.16,72.21
"Jan","Maharashtra","Jalna","Bhokardan",159,2200,663,2072,2091,1612,87,1236,7.23,30.14,3.95,56.18,95.05,94.18,73.27
"Jan","Maharashtra","Jalna","Ghansawangi",212,1698,599,1557,1571,1221,324,1161,12.49,35.28,19.08,68.37,92.52,91.70,71.91
"Jan","Maharashtra","Jalna","Jafrabad",96,1231,434,1186,1196,970,122,963,7.80,35.26,9.91,78.23,97.16,96.34,78.80
"Jan","Maharashtra","Jalna","Jalna",346,3357,1092,3181,3205,2454,415,2347,10.31,32.53,12.36,69.91,95.47,94.76,73.10
"Jan","Maharashtra","Jalna","Mantha",81,1217,375,1131,1140,922,64,750,6.66,30.81,5.26,61.63,93.67,92.93,75.76
"Jan","Maharashtra","Jalna","Partur",91,953,309,899,910,693,158,675,9.55,32.42,16.58,70.83,95.49,94.33,72.72
"Jan","Maharashtra","Kolhapur","Ajra",63,409,144,388,390,326,32,249,15.40,35.21,7.82,60.88,95.35,94.87,79.71
"Jan","Maharashtra","Kolhapur","Bavda",24,229,100,224,223,162,7,197,10.48,43.67,3.06,86.03,97.38,97.82,70.74
"Jan","Maharashtra","Kolhapur","Bhudargad",78,660,319,628,627,500,73,520,11.82,48.33,11.06,78.79,95.00,95.15,75.76
"Jan","Maharashtra","Kolhapur","Chandgad",77,930,373,863,870,724,88,671,8.28,40.11,9.46,72.15,93.55,92.80,77.85
"Jan","Maharashtra","Kolhapur","Gadhinglaj",193,946,493,912,920,723,163,769,20.40,52.11,17.23,81.29,97.25,96.41,76.43
"Jan","Maharashtra","Kolhapur","Hatkanangle",376,3170,1129,3057,3081,2483,257,2175,11.86,35.62,8.11,68.61,97.19,96.44,78.33
"Jan","Maharashtra","Kolhapur","Kagal",167,1237,515,1163,1167,890,132,873,13.50,41.63,10.67,70.57,94.34,94.02,71.95
"Jan","Maharashtra","Kolhapur","Karvir",265,1742,759,1687,1696,1364,180,1182,15.21,43.57,10.33,67.85,97.36,96.84,78.30
"Jan","Maharashtra","Kolhapur","Kolhapur",292,2989,976,2883,2892,2382,176,1959,9.77,32.65,5.89,65.54,96.75,96.45,79.69
"Jan","Maharashtra","Kolhapur","Panhala",149,1309,570,1255,1266,1037,147,938,11.38,43.54,11.23,71.66,96.72,95.87,79.22
"Jan","Maharashtra","Kolhapur","Radhanagari",131,1125,466,1070,1072,828,67,698,11.64,41.42,5.96,62.04,95.29,95.11,73.60
"Jan","Maharashtra","Kolhapur","Shahuwadi",91,855,352,822,827,661,51,545,10.64,41.17,5.96,63.74,96.73,96.14,77.31
"Jan","Maharashtra","Kolhapur","Shirol",206,1807,690,1730,1734,1451,186,1302,11.40,38.18,10.29,72.05,95.96,95.74,80.30
"Jan","Maharashtra","Latur","Ahmadpur",189,1119,449,1027,1042,851,202,829,16.89,40.13,18.05,74.08,93.12,91.78,76.05
"Jan","Maharashtra","Latur","Ausa",169,1568,634,1421,1446,1171,221,1083,10.78,40.43,14.09,69.07,92.22,90.63,74.68
"Jan","Maharashtra","Latur","Chakur",205,1151,541,1108,1109,890,298,947,17.81,47.00,25.89,82.28,96.35,96.26,77.32
"Jan","Maharashtra","Latur","Deoni",80,611,215,538,554,433,85,509,13.09,35.19,13.91,83.31,90.67,88.05,70.87
"Jan","Maharashtra","Latur","Jalkot",56,503,181,444,450,367,26,355,11.13,35.98,5.17,70.58,89.46,88.27,72.96
"Jan","Maharashtra","Latur","Latur",134,1223,424,1115,1134,867,149,964,10.96,34.67,12.18,78.82,92.72,91.17,70.89
"Jan","Maharashtra","Latur","Murud",111,803,419,769,772,608,146,586,13.82,52.18,18.18,72.98,96.14,95.77,75.72
"Jan","Maharashtra","Latur","Nilanga",165,1624,635,1438,1445,1130,238,1225,10.16,39.10,14.66,75.43,88.98,88.55,69.58
"Jan","Maharashtra","Latur","Renapur",115,833,300,746,749,620,104,639,13.81,36.01,12.48,76.71,89.92,89.56,74.43
"Jan","Maharashtra","Latur","Sirur Anantpal",106,501,240,445,453,344,69,433,21.16,47.90,13.77,86.43,90.42,88.82,68.66
"Jan","Maharashtra","Latur","Udgir",313,3164,757,2892,2918,2284,322,1905,9.89,23.93,10.18,60.21,92.23,91.40,72.19
"Jan","Maharashtra","Mumbai City","Mumbai",192,2984,629,2649,2636,2110,167,1641,6.43,21.08,5.60,54.99,88.34,88.77,70.71
"Jan","Maharashtra","Mumbai Suburban","Mumbai",1176,14452,3569,13667,13698,11068,893,8571,8.14,24.70,6.18,59.31,94.78,94.57,76.58
"Jan","Maharashtra","Nagpur","Bhiwapur",69,432,203,417,420,335,66,289,15.97,46.99,15.28,66.90,97.22,96.53,77.55
"Jan","Maharashtra","Nagpur","Hingna",269,1980,786,1800,1789,1404,271,1359,13.59,39.70,13.69,68.64,90.35,90.91,70.91
"Jan","Maharashtra","Nagpur","Kalameshwar",106,559,250,508,521,419,67,363,18.96,44.72,11.99,64.94,93.20,90.88,74.96
"Jan","Maharashtra","Nagpur","Kamptee",257,1772,595,1668,1671,1264,212,1409,14.50,33.58,11.96,79.51,94.30,94.13,71.33
"Jan","Maharashtra","Nagpur","Katol",93,641,238,580,588,449,104,389,14.51,37.13,16.22,60.69,91.73,90.48,70.05
"Jan","Maharashtra","Nagpur","Kuhi",148,710,335,679,677,530,122,629,20.85,47.18,17.18,88.59,95.35,95.63,74.65
"Jan","Maharashtra","Nagpur","Mauda",159,981,398,911,909,732,147,786,16.21,40.57,14.98,80.12,92.66,92.86,74.62
"Jan","Maharashtra","Nagpur","Nagpur (Rural)",222,1726,591,1591,1598,1252,155,1056,12.86,34.24,8.98,61.18,92.58,92.18,72.54
"Jan","Maharashtra","Nagpur","Nagpur (Urban)",711,5893,1601,5405,5425,4394,518,4173,12.07,27.17,8.79,70.81,92.06,91.72,74.56
"Jan","Maharashtra","Nagpur","Narkhed",91,501,216,470,471,372,90,384,18.16,43.11,17.96,76.65,94.01,93.81,74.25
"Jan","Maharashtra","Nagpur","Parseoni",202,836,328,755,755,583,183,688,24.16,39.23,21.89,82.30,90.31,90.31,69.74
"Jan","Maharashtra","Nagpur","Ramtek",159,873,445,836,841,645,313,726,18.21,50.97,35.85,83.16,96.33,95.76,73.88
"Jan","Maharashtra","Nagpur","Savner",194,982,419,945,946,751,110,767,19.76,42.67,11.20,78.11,96.33,96.23,76.48
"Jan","Maharashtra","Nagpur","Umred",126,555,281,534,540,431,234,488,22.70,50.63,42.16,87.93,97.30,96.22,77.66
"Jan","Maharashtra","Nanded","Ardhapur",108,551,265,521,528,398,163,490,19.60,48.09,29.58,88.93,95.83,94.56,72.23
"Jan","Maharashtra","Nanded","Bhokar",96,700,275,651,664,504,140,559,13.71,39.29,20.00,79.86,94.86,93.00,72.00
"Jan","Maharashtra","Nanded","Biloli",90,778,340,726,736,613,224,618,11.57,43.70,28.79,79.43,94.60,93.32,78.79
"Jan","Maharashtra","Nanded","Deglur",104,1116,317,999,1008,779,162,716,9.32,28.41,14.52,64.16,90.32,89.52,69.80
"Jan","Maharashtra","Nanded","Dharmabad",68,405,153,383,380,308,67,304,16.79,37.78,16.54,75.06,93.83,94.57,76.05
"Jan","Maharashtra","Nanded","Hadgaon",307,1529,652,1424,1424,1144,196,1188,20.08,42.64,12.82,77.70,93.13,93.13,74.82
"Jan","Maharashtra","Nanded","Himayatnagar",48,748,273,677,696,559,19,595,6.42,36.50,2.54,79.55,93.05,90.51,74.73
"Jan","Maharashtra","Nanded","Kandhar",144,1383,443,1277,1290,1042,110,900,10.41,32.03,7.95,65.08,93.28,92.34,75.34
"Jan","Maharashtra","Nanded","Kinwat",168,1429,591,1342,1350,1051,261,1008,11.76,41.36,18.26,70.54,94.47,93.91,73.55
"Jan","Maharashtra","Nanded","Loha",136,1499,476,1397,1395,1078,185,1053,9.07,31.75,12.34,70.25,93.06,93.20,71.91
"Jan","Maharashtra","Nanded","Mahur",128,582,304,547,550,454,105,435,21.99,52.23,18.04,74.74,94.50,93.99,78.01
"Jan","Maharashtra","Nanded","Mudkhed",99,619,234,574,577,440,105,481,15.99,37.80,16.96,77.71,93.21,92.73,71.08
"Jan","Maharashtra","Nanded","Mukhed",183,1766,580,1598,1609,1313,212,1226,10.36,32.84,12.00,69.42,91.11,90.49,74.35
"Jan","Maharashtra","Nanded","Naigaon (Khairgaon)",91,1154,338,1040,1036,811,96,705,7.89,29.29,8.32,61.09,89.77,90.12,70.28
"Jan","Maharashtra","Nanded","Nanded",595,4545,1368,4243,4279,3390,460,3096,13.09,30.10,10.12,68.12,94.15,93.36,74.59
"Jan","Maharashtra","Nanded","Umri",73,683,211,602,611,478,58,473,10.69,30.89,8.49,69.25,89.46,88.14,69.99
"Jan","Maharashtra","Nandurbar","Akkalkuwa",263,2187,690,1975,2007,1459,249,1415,12.03,31.55,11.39,64.70,91.77,90.31,66.71
"Jan","Maharashtra","Nandurbar","Akrani",160,2048,619,1709,1761,1200,74,1148,7.81,30.22,3.61,56.05,85.99,83.45,58.59
"Jan","Maharashtra","Nandurbar","Nandurbar",321,1441,635,1383,1395,1082,290,1088,22.28,44.07,20.12,75.50,96.81,95.98,75.09
"Jan","Maharashtra","Nandurbar","Nawapur",309,1485,608,1375,1385,1075,199,1194,20.81,40.94,13.40,80.40,93.27,92.59,72.39
"Jan","Maharashtra","Nandurbar","Shahade",420,2543,1096,2365,2389,1794,308,1715,16.52,43.10,12.11,67.44,93.94,93.00,70.55
"Jan","Maharashtra","Nandurbar","Talode",133,996,371,967,970,714,189,628,13.35,37.25,18.98,63.05,97.39,97.09,71.69
"Jan","Maharashtra","Nashik","Baglan",156,2567,1190,2432,2452,1920,565,1797,6.08,46.36,22.01,70.00,95.52,94.74,74.80
"Jan","Maharashtra","Nashik","Chandvad",123,1715,655,1596,1637,1273,148,1097,7.17,38.19,8.63,63.97,95.45,93.06,74.23
"Jan","Maharashtra","Nashik","Deola",152,1090,432,1052,1056,844,250,772,13.94,39.63,22.94,70.83,96.88,96.51,77.43
"Jan","Maharashtra","Nashik","Dindori",292,2361,1274,2273,2287,1850,903,1864,12.37,53.96,38.25,78.95,96.87,96.27,78.36
"Jan","Maharashtra","Nashik","Igatpuri",143,1867,783,1685,1696,1314,147,1006,7.66,41.94,7.87,53.88,90.84,90.25,70.38
"Jan","Maharashtra","Nashik","Kalwan",193,1695,784,1600,1624,1296,305,1049,11.39,46.25,17.99,61.89,95.81,94.40,76.46
"Jan","Maharashtra","Nashik","Malegaon",447,5415,2264,5019,5074,4020,725,3649,8.25,41.81,13.39,67.39,93.70,92.69,74.24
"Jan","Maharashtra","Nashik","Nandgaon",90,1375,610,1246,1262,966,181,1050,6.55,44.36,13.16,76.36,91.78,90.62,70.25
"Jan","Maharashtra","Nashik","Nashik",333,3473,1438,3264,3307,2704,582,2642,9.59,41.41,16.76,76.07,95.22,93.98,77.86
"Jan","Maharashtra","Nashik","Niphad",294,3121,1224,2935,2976,2354,454,2334,9.42,39.22,14.55,74.78,95.35,94.04,75.42
"Jan","Maharashtra","Nashik","Peint",68,1093,484,952,977,733,46,558,6.22,44.28,4.21,51.05,89.39,87.10,67.06
"Jan","Maharashtra","Nashik","Sinnar",148,2150,1027,2034,2057,1617,434,1489,6.88,47.77,20.19,69.26,95.67,94.60,75.21
"Jan","Maharashtra","Nashik","Surgana",86,1626,684,1536,1572,1136,178,928,5.29,42.07,10.95,57.07,96.68,94.46,69.86
"Jan","Maharashtra","Nashik","Trimbakeshwar",69,1456,563,1352,1380,1002,229,944,4.74,38.67,15.73,64.84,94.78,92.86,68.82
"Jan","Maharashtra","Nashik","Yevla",130,1527,636,1431,1432,1122,290,1126,8.51,41.65,18.99,73.74,93.78,93.71,73.48
"Jan","Maharashtra","Osmanabad","Bhum",66,668,270,627,639,489,104,492,9.88,40.42,15.57,73.65,95.66,93.86,73.20
"Jan","Maharashtra","Osmanabad","Kalamb",191,1759,742,1676,1685,1361,425,1423,10.86,42.18,24.16,80.90,95.79,95.28,77.37
"Jan","Maharashtra","Osmanabad","Lohara",67,698,230,676,675,529,75,454,9.60,32.95,10.74,65.04,96.70,96.85,75.79
"Jan","Maharashtra","Osmanabad","Osmanabad",565,4200,1495,4014,4030,3163,599,3048,13.45,35.60,14.26,72.57,95.95,95.57,75.31
"Jan","Maharashtra","Osmanabad","Paranda",83,668,290,632,648,492,102,531,12.43,43.41,15.27,79.49,97.01,94.61,73.65
"Jan","Maharashtra","Osmanabad","Tuljapur",131,1323,555,1276,1279,1082,252,1097,9.90,41.95,19.05,82.92,96.67,96.45,81.78
